,all_prices,avg_rating,ios_prices,list_price,name,num_voters,page_no,rank,rating,year
158,"

			List: $49.99
		

Lowest Amazon: $75.00


New Amazon: $159.99




","
			6.83		","
New Amazon: $159.99



","
			List: $49.99
		",Factory Fun,"
			3327		",10,959,"
			6.472		",-2006
159,"

Lowest Amazon: $25.00


New Amazon: $149.00

","
			7.26		",,"
",City of Iron,"
			1565		",10,960,"
			6.471		",-2013
160,"

			List: $59.99
		

New Amazon: $49.95

","
			7.29		",,"
			List: $59.99
		",Medina (second edition),"
			1463		",10,961,"
			6.471		",-2014
161,"

Lowest Amazon: $12.01


New Amazon: $16.00




","
			6.86		","
iOS App: Free
","
",Dead Man's Draw,"
			3540		",10,962,"
			6.471		",-2015
162,"

			List: $29.99
		

New Amazon: $47.95

","
			6.82		",,"
			List: $29.99
		",Rune Age,"
			3953		",10,963,"
			6.470		",-2011
163,"

			List: $49.99
		

Lowest Amazon: $29.99


New Amazon: $37.76




","
			7.26		","
New Amazon: $37.76



","
			List: $49.99
		",The Captain Is Dead,"
			1728		",10,964,"
			6.470		",-2014
164,"

			List: $24.99
		

New Amazon: $19.99




","
			6.66		",,"
			List: $24.99
		",Mascarade,"
			7867		",10,965,"
			6.469		",-2013
165,"

Used Amazon: $49.99

","
			7.00		","
Fireball Island: The Curse of Vul-Kar
(2018)
","
",Aquaretto,"
			2367		",10,966,"
			6.469		",-2008
166,"

			List: $65.61
		

Lowest Amazon: Too low to display


New Amazon: $59.47




","
			7.28		","
New Amazon: $59.47



","
			List: $65.61
		",Fireball Island: The Curse of Vul-Kar,"
			1860		",10,967,"
			6.469		",-2018
167,"

			List: $27.99
		

New Amazon: $84.99




","
			6.71		",,"
			List: $27.99
		",Blue Moon,"
			5266		",10,968,"
			6.467		",-2004
168,"

			List: $39.95
		

New Amazon: $179.99

","
			6.85		",,"
			List: $39.95
		",D-Day Dice,"
			3237		",10,969,"
			6.467		",-2012
169,"

New Amazon: $9.95

","
			7.45		","
Kahuna
(1998)
","
",DC Comics Dice Masters: Justice League,"
			1258		",10,970,"
			6.467		",-2015
170,"

Used Amazon: $20.00

","
			6.65		",,"
",Kahuna,"
			7223		",10,971,"
			6.467		",-1998
171,"

			List: $24.99
		

Lowest Amazon: $44.50


New Amazon: $124.99




","
			6.80		","
New Amazon: $124.99



","
			List: $24.99
		",Blokus 3D,"
			3671		",10,972,"
			6.466		",-2003
172,"

			List: $102.99
		

New Amazon: $66.86




","
			7.46		",,"
			List: $102.99
		",Galaxy Defenders,"
			1370		",10,973,"
			6.466		",-2014
173,"

			List: $44.99
		

Lowest Amazon: $30.00


New Amazon: $37.85




","
			6.84		","
New Amazon: $37.85



","
			List: $44.99
		",Power Grid: The First Sparks,"
			3243		",10,974,"
			6.465		",-2011
174,"

			List: $19.80
		

New Amazon: $15.25




","
			8.13		",,"
			List: $19.80
		",Star Realms: Frontiers,"
			783		",10,975,"
			6.465		",-2018
175,"

New Amazon: $99.99

","
			7.11		","
Fearsome Floors
(2003)
","
",Ingenious: Travel Edition,"
			1842		",10,976,"
			6.465		",-2006
176,"

			List: $39.99
		

Used Amazon: $35.75

","
			6.66		",,"
			List: $39.99
		",Fearsome Floors,"
			6881		",10,977,"
			6.465		",-2003
177,"

New Amazon: $40.95

","
			7.33		","
Kodama: The Tree Spirits
(2016)
","
",Haspelknecht,"
			1394		",10,978,"
			6.465		",-2015
178,"

			List: $19.99
		

New Amazon: $16.74




","
			6.82		",,"
			List: $19.99
		",Kodama: The Tree Spirits,"
			3695		",10,979,"
			6.464		",-2016
179,"

Lowest Amazon: $31.99


New Amazon: $33.64




","
			6.61		",,"
",Ca$h 'n Gun$,"
			9356		",10,980,"
			6.463		",-2005
180,"

Lowest Amazon: $189.99


New Amazon: $287.78

","
			7.11		",,"
",Age of Renaissance,"
			2056		",10,981,"
			6.463		",-1996
181,"

Used Amazon: $89.99

","
			7.37		","
Porta Nigra
(2015)
","
",Fantasy Realms,"
			1347		",10,982,"
			6.462		",-2017
182,"

Lowest Amazon: $18.50


New Amazon: $22.00




","
			7.24		",,"
",Porta Nigra,"
			1511		",10,983,"
			6.462		",-2015
183,"

			List: $24.94
		

Lowest Amazon: $16.50


New Amazon: $20.00




","
			7.30		","
New Amazon: $20.00



","
			List: $24.94
		",Tiny Epic Zombies,"
			1802		",10,984,"
			6.462		",-2018
184,"

			List: $49.99
		

Lowest Amazon: $79.99


New Amazon: $205.99




","
			6.97		","
New Amazon: $205.99



","
			List: $49.99
		",Star Wars: Epic Duels,"
			2909		",10,985,"
			6.462		",-2002
185,"

			List: $29.99
		

New Amazon: $29.31




","
			6.93		",,"
			List: $29.99
		",Blokus Trigon,"
			2694		",10,986,"
			6.460		",-2006
186,"

			List: $19.99
		

New Amazon: $19.15

","
			7.13		",,"
			List: $19.99
		",Ticket to Ride: New York,"
			1845		",10,987,"
			6.460		",-2018
187,,"
			7.66		","

			List: $29.99
		

Lowest Amazon: $29.47


New Amazon: $29.76




","]
					",Crisis,"
			1041		",10,988,"
			6.460		",-2016
188,"

			List: $29.99
		

Lowest Amazon: $29.47


New Amazon: $29.76




","
			7.08		","
New Amazon: $29.76



","
			List: $29.99
		",Coup: Rebellion G54,"
			2055		",10,989,"
			6.460		",-2014
189,"

New Amazon: $45.74

","
			6.96		","
Power Struggle
(2009)
","
",Olympos,"
			2390		",10,990,"
			6.460		",-2011
190,"

New Amazon: $44.95

","
			7.01		","
Puzzle Strike (Third Edition)
(2012)
","
",Power Struggle,"
			2144		",10,991,"
			6.459		",-2009
191,"

Lowest Amazon: $77.00


New Amazon: $500.00

","
			7.29		","
iOS App: $3.99
","
",Puzzle Strike (Third Edition),"
			1590		",10,992,"
			6.459		",-2012
192,"

			List: $55.00
		

New Amazon: $37.00




","
			7.31		",,"
			List: $55.00
		",Sentient,"
			1427		",10,993,"
			6.459		",-2017
193,"

Lowest Amazon: $124.99


New Amazon: $149.99

","
			6.99		",,"
",Giants,"
			2289		",10,994,"
			6.458		",-2008
194,"

New Amazon: $149.90

","
			6.69		","
Crusaders: Thy Will Be Done
(2018)
","
",Balloon Cup,"
			5356		",10,995,"
			6.458		",-2003
195,"

			List: $59.95
		

Lowest Amazon: $47.41


New Amazon: $47.96




","
			7.67		","
New Amazon: $47.96



","
			List: $59.95
		",Crusaders: Thy Will Be Done,"
			1003		",10,996,"
			6.458		",-2018
196,"

			List: $29.99
		

Lowest Amazon: $29.88


New Amazon: $30.77




","
			6.86		","
New Amazon: $30.77



","
			List: $29.99
		",Traders of Osaka,"
			2884		",10,997,"
			6.456		",-2006
197,"

			List: $14.99
		

New Amazon: $12.00

","
			6.89		",,"
			List: $14.99
		",Happy Salmon,"
			2891		",10,998,"
			6.456		",-2016
198,"

New Amazon: $24.46

","
			6.71		","
Rise of Empires
(2009)
","
",CV,"
			5083		",10,999,"
			6.455		",-2013
199,"

			List: $55.00
		

New Amazon: $54.50

","
			7.07		","
","
			List: $55.00
		",Rise of Empires,"
			1939		",10,1000,"
			6.455		",-2009
200,"

			List: $29.95
		

New Amazon: $29.08




","
			6.31		",,"
			List: $29.95
		",The Contender: The Game of Presidential Debate,"
			90		",100,9903,"
			5.538		",-2015
201,,"
			6.34		","

			List: $49.99
		

Lowest Amazon: $89.99


New Amazon: $109.95

","]
					",Firestorm,"
			55		",100,9919,"
			5.538		",-2001
202,"

			List: $49.99
		

Lowest Amazon: $89.99


New Amazon: $109.95

","
			6.66		","
New Amazon: $109.95
","
			List: $49.99
		",Risk: Star Trek 50th Anniversary Edition,"
			54		",100,9920,"
			5.538		",-2016
203,,"
			7.74		","
1847: Pfalz
(1992)
","]
					",Arcade,"
			32		",100,9922,"
			5.538		",-2015
204,,"
			7.04		","
MUNERA: Familia Gladiatoria
(2010)
","]
					",Starship Command,"
			40		",100,9928,"
			5.538		",-1991
205,,"
			7.08		","
Guns of Galicia
(2012)
","]
					",Hungarian Nightmare,"
			32		",100,9932,"
			5.538		",-2011
206,"

New Amazon: $27.00

","
			6.73		","
Incredible Expeditions: Quest for Atlantis
(2015)
","
",Guns of Galicia,"
			46		",100,9934,"
			5.538		",-2012
207,"
","
			5.76		",,"
														
													[",Incredible Expeditions: Quest for Atlantis,"
			121		",100,9935,"
			5.538		",-2015
208,,"
			5.92		","
Iwari
(2019)
","]
					",Transylvania: Curses & Traitors,"
			168		",100,9940,"
			5.538		",-2015
209,,"
			8.27		","
Jutland: Duel of the Dreadnoughts
(1991)
","]
					",Iwari,"
			30		",100,9942,"
			5.538		",-2019
210,"

			List: $12.99
		

Lowest Amazon: $3.89


New Amazon: $8.88

","
			5.73		","
New Amazon: $8.88
","
			List: $12.99
		",Minecraft Card Game?,"
			689		",100,9949,"
			5.538		",-2015
211,,"
			7.13		","
Desert War: Egypt, 1940
(2010)
","]
					",Legends and Lies,"
			39		",100,9950,"
			5.538		",-2014
212,,"
			7.50		","
Nordwind 1945
(2011)
","]
					",The Lord of the Rings: Journeys in Middle-earth,"
			70		",100,9958,"
			5.537		",-2019
213,,"
			5.95		","
Yellowstone Park
(2003)
","]
					",Azteca,"
			138		",100,9963,"
			5.537		",-2000
214,"

			List: $39.99
		

New Amazon: $8.40




","
			6.71		",,"
			List: $39.99
		",Breaking Bad: The Board Game,"
			119		",100,9968,"
			5.537		",-2017
215,,"
			6.28		","
Plagio
(1999)
","]
					",1830 Cardgame,"
			60		",100,9976,"
			5.537		",-2012
216,,"
			6.67		","
Operation Shoestring: The Guadalcanal Campaign, 1942
(1990)
","]
					",Imperial Harvest,"
			58		",100,9982,"
			5.537		",-2015
217,,"
			6.09		","
A Line in the Sand: The Battle of Iraq
(1991)
","]
					","Operation Shoestring: The Guadalcanal Campaign, 1942","
			92		",100,9984,"
			5.537		",-1990
218,"

New Amazon: $19.04

","
			6.25		","
Chez Grunt
(2003)
","
",Soqquadro,"
			74		",100,9987,"
			5.537		",-2014
219,,"
			6.64		","
Blam!
(2005)
","]
					",City of Guilds,"
			42		",101,10007,"
			5.537		",-2009
220,"

			List: $34.99
		

Lowest Amazon: $22.74


New Amazon: $27.45




","
			5.92		","
New Amazon: $27.45



","
			List: $34.99
		",Back to the Future: An Adventure Through Time,"
			162		",101,10024,"
			5.537		",-2016
221,,"
			6.49		","
Supervillain: This Galaxy Is Mine!
(2018)
","]
					",Seven Swords,"
			54		",101,10034,"
			5.537		",-2013
222,,"
			6.99		","
Endless Pass: A Viking Saga
(2018)
","]
					",Somali Pirates,"
			30		",101,10037,"
			5.537		",-2012
223,,"
			7.87		","
Inoka
(2018)
","]
					",Town Builder: Coevorden,"
			30		",101,10040,"
			5.537		",-2019
224,,"
			6.19		","
Jazz: The Singing Card Game
(2013)
","]
					",The Princess Bride: I Hate to Kill You,"
			67		",101,10045,"
			5.537		",-2016
225,,"
			7.89		",,"]
					",Age of Civilization,"
			39		",101,10050,"
			5.536		",-2019
226,,"
			6.66		",,"]
					",Constantinople,"
			46		",101,10051,"
			5.536		",-2016
227,,"
			6.96		","
Booo!
(2017)
","]
					",Midway Solitaire,"
			35		",101,10052,"
			5.536		",-2017
228,,"
			6.52		","
Xenofera
(2017)
","]
					",Booo!,"
			52		",101,10054,"
			5.536		",-2017
229,"

New Amazon: $19.87

","
			6.63		","
AssassinCon
(2016)
","
",Super Hero Squad Card Game,"
			45		",101,10061,"
			5.536		",-2012
230,"

New Amazon: $26.87

","
			5.82		","
Eye Know
(2007)
","
",AssassinCon,"
			170		",101,10062,"
			5.536		",-2016
231,"

			List: $14.95
		

New Amazon: $14.25




","
			6.55		",,"
			List: $14.95
		",Sports Dice: Baseball,"
			51		",101,10065,"
			5.536		",-2016
232,"

New Amazon: $51.99

","
			6.53		","
Who Stole Ed's Pants?
(2001)
","
",Castle Assault,"
			87		",101,10068,"
			5.536		",-2015
233,,"
			6.44		","
Drinking Quest: Journey into Draught
(2016)
","]
					",Army Ants,"
			48		",101,10071,"
			5.536		",-2008
234,,"
			8.07		","
Caro
(2012)
","]
					",Escape: Fighting for Freedom,"
			30		",101,10082,"
			5.536		",-2013
235,,"
			7.02		","
God Hates Charades
(2014)
","]
					",Murderer's Row,"
			35		",101,10091,"
			5.536		",-2015
236,,"
			6.44		","
Loot
(1993)
","]
					",Remnants,"
			53		",101,10096,"
			5.536		",-2018
237,"

New Amazon: $15.99




","
			6.37		","
Algeria: The War of Independence 1954-1962
(2006)
","
",Sabordage,"
			68		",102,10108,"
			5.536		",-2016
238,,"
			6.80		","
Nanahoshi
(2013)
","]
					",Algeria: The War of Independence 1954-1962,"
			44		",102,10109,"
			5.536		",-2006
239,"

New Amazon: $70.53

","
			6.06		","
First Blood: The 1st and 2nd Battles of Manassas
(1989)
","
",MERCS: Conflict,"
			86		",102,10117,"
			5.536		",-2014
240,"

Lowest Amazon: $38.81


New Amazon: $41.31




","
			6.47		",,"
",Epoch: Early Inventors,"
			52		",102,10125,"
			5.536		",-2018
241,,"
			7.23		","
Space Station Zemo
(1998)
","]
					",Killing Code: Venice Vendetta,"
			32		",102,10126,"
			5.536		",-2017
242,,"
			6.50		","
Dome Crushers
(2017)
","]
					",Area 51: Top Secret,"
			46		",102,10135,"
			5.536		",-2016
243,,"
			6.37		","
Riffifi
(2000)
","]
					",Museum Heist,"
			53		",102,10138,"
			5.536		",-2017
244,,"
			5.97		","
District-Z
(2014)
","]
					",Vem aí a Troika,"
			118		",102,10142,"
			5.536		",-2012
245,,"
			6.15		","
Montebello
(2006)
","]
					",District-Z,"
			97		",102,10144,"
			5.536		",-2014
246,,"
			5.88		","
The Scrambled States of America
(2002)
","]
					",Star Wars Lightsaber Dueling,"
			93		",102,10147,"
			5.536		",-1988
247,"
","
			7.10		",,"
														
													[",Knights of Ten,"
			51		",102,10150,"
			5.536		",-2012
248,,"
			6.41		",,"]
					",Bankraub,"
			59		",102,10151,"
			5.536		",-2013
249,,"
			7.18		","
Sealords: The Vietnam War in the Mekong Delta
(2007)
","]
					",Merchants of Muziris,"
			31		",102,10152,"
			5.536		",-2017
250,,"
			6.01		","
Guerra a Muerte
(2008)
","]
					",Road Rally USA,"
			92		",102,10164,"
			5.535		",-2013
251,,"
			7.43		","
Luftwaffe: Aerial Combat – Germany 1943-45
(2007)
","]
					",Lemonade Stall,"
			32		",102,10167,"
			5.535		",-2010
252,"

New Amazon: $18.95

","
			5.74		","
Pie Factory
(2014)
","
",Zombiegeddon,"
			227		",102,10175,"
			5.535		",-2009
253,"

New Amazon: $6.94

","
			5.73		","
Venus Needs Men
(2006)
","
",Pie Factory,"
			277		",102,10176,"
			5.535		",-2014
254,,"
			6.08		","
Sleepy Castle
(2015)
","]
					",Venus Needs Men,"
			94		",102,10177,"
			5.535		",-2006
255,"
","
			5.76		",,"
														
													[",Master Labyrinth,"
			243		",102,10180,"
			5.535		",-2007
256,,"
			5.87		","
","]
					",Aether,"
			123		",102,10185,"
			5.535		",-2010
257,"
","
			6.64		",,"
														
													[",Finger Football,"
			40		",102,10186,"
			5.535		",-2005
258,,"
			6.42		","
Age of Assassins
(2013)
","]
					",Periorbis,"
			62		",102,10190,"
			5.535		",-2017
259,,"
			6.93		",,"]
					",Target: Iran,"
			30		",102,10197,"
			5.535		",-2014
260,,"
			6.09		","
Meepile
(2008)
","]
					",The Lord of the Rings Labyrinth,"
			80		",102,10198,"
			5.535		",-2003
261,"

			List: $59.90
		

Lowest Amazon: $39.01


New Amazon: $43.00




","
			6.10		","
New Amazon: $43.00



","
			List: $59.90
		",London Markets,"
			92		",103,10203,"
			5.535		",-2016
262,"

New Amazon: $4.76

","
			6.17		","
The Lost Battalion: The Meuse-Argonne Offensive, 1918
(2003)
","
",Forceball,"
			81		",103,10207,"
			5.535		",-2006
263,,"
			5.78		","
Overworld
(2019)
","]
					",Dune,"
			320		",103,10210,"
			5.535		",-1984
264,"

			List: $39.99
		

Lowest Amazon: $34.99


New Amazon: $39.99




","
			6.94		","
New Amazon: $39.99



","
			List: $39.99
		",Overworld,"
			38		",103,10212,"
			5.535		",-2019
265,,"
			6.62		","
RisiKo! Challenge
(2010)
","]
					",Hinkel & Stein,"
			44		",103,10217,"
			5.535		",-2010
266,,"
			6.77		","
Number Rumba!
(1991)
","]
					",Pirates & Plunder,"
			39		",103,10224,"
			5.535		",-2004
267,,"
			6.35		","
Zoop
(2016)
","]
					",Xtronaut: The Game of Solar System Exploration,"
			95		",103,10227,"
			5.535		",-2016
268,,"
			5.75		",,"]
					",This Game is Bonkers!,"
			499		",103,10231,"
			5.535		",-1978
269,,"
			6.87		","
The American Revolution 1775-1783
(1972)
","]
					",Cold War Battles 2: Kabul '79 & Pentomic Wurzburg,"
			39		",103,10232,"
			5.535		",-2010
270,,"
			6.43		","

Lowest Amazon: $14.94


New Amazon: $14.95




","]
					",Savage Planet: The Fate of Fantos,"
			63		",103,10238,"
			5.535		",-2018
271,"

Lowest Amazon: $14.94


New Amazon: $14.95




","
			6.17		",,"
",Fish Frenzy,"
			68		",103,10239,"
			5.535		",-2016
272,,"
			6.44		","
Stupiduel
(2004)
","]
					",The Card Game of Oz,"
			58		",103,10243,"
			5.535		",-2014
273,"

			List: $32.61
		

Lowest Amazon: $30.49


New Amazon: $32.59




","
			6.50		","
New Amazon: $32.59



","
			List: $32.61
		",Before There Were Stars...,"
			59		",103,10248,"
			5.535		",-2018
274,,"
			6.14		","
Miaui
(2017)
","]
					",Epic of the Peloponnesian War,"
			99		",103,10252,"
			5.535		",-2006
275,"

			List: $24.99
		

New Amazon: $22.95

","
			6.61		",,"
			List: $24.99
		",Miaui,"
			44		",103,10254,"
			5.535		",-2017
276,,"
			5.61		","
Chosin: X Corps Escapes the Trap
(2009)
","]
					",Knatsch,"
			935		",103,10255,"
			5.535		",-2000
277,"

			List: $25.00
		

Lowest Amazon: $4.99


New Amazon: $6.46




","
			5.80		","
New Amazon: $6.46



","
			List: $25.00
		",They Who Were 8,"
			141		",103,10265,"
			5.535		",-2013
278,,"
			6.44		","
Credo!: the Game of Dueling Dogmas
(1993)
","]
					",Magnificent Flying Machines,"
			62		",103,10270,"
			5.534		",-2018
279,,"
			6.01		","
Business
(1998)
","]
					",The Kingdoms of Crusaders,"
			127		",103,10297,"
			5.534		",-2007
280,"

Lowest Amazon: $31.00


New Amazon: $47.10

","
			5.79		",,"
",Heroes of Metro City,"
			237		",104,10303,"
			5.534		",-2013
281,,"
			5.65		","
Guildes
(2017)
","]
					",Lionheart,"
			841		",104,10308,"
			5.534		",-1997
282,,"
			6.41		","
Mandrago
(2016)
","]
					","Red God of War: The Soviet Operation Mars, 1942","
			61		",104,10318,"
			5.534		",-2005
283,,"
			6.05		","
Mieses Karma
(2011)
","]
					",Elfengold,"
			107		",104,10327,"
			5.534		",-1991
284,,"
			6.06		","
Superstar Pro Wrestling Game
(1984)
","]
					",Cité,"
			118		",104,10334,"
			5.534		",-2010
285,,"
			8.03		","
Pyramidis
(1988)
","]
					",Diceborn Heroes,"
			35		",104,10339,"
			5.534		",-2019
286,"

Lowest Amazon: $22.78


New Amazon: $35.00

","
			6.58		",,"
",Prince of Chaos: Battle for Tae Orn,"
			55		",104,10343,"
			5.534		",-2008
287,,"
			6.38		","
Chinese Chess
(1981)
","]
					",Crossword Pyramids,"
			52		",104,10348,"
			5.534		",-2004
288,,"
			6.87		","
Bloody Buna
(1979)
","]
					",Dungeon Plungin',"
			45		",104,10353,"
			5.534		",-2007
289,,"
			6.76		","
Rolit
(1997)
","]
					",Bloody Buna,"
			36		",104,10355,"
			5.534		",-1979
290,,"
			7.13		","
The Dwarves: The Duel
(2015)
","]
					",Aether Captains: Pirates and Traders,"
			34		",104,10359,"
			5.534		",-2011
